home win percentage,home last 5 wins,home avg points,home last 5 points,away win percentage,away last 5 wins,away avg points,away last 5 points,winner
0.3,2,102,520,0.25,1,89,422,0
0.818,3,98,450,0.182,1,103,513,1
0.545,2,97,462,0.6,3,103,514,1
0.545,1,103,495,0.727,3,102,498,0
0.333,1,94,456,0.385,3,96,488,1
0.0,0,89,410,0.583,3,104,520,1
0.5,3,103,508,0.25,1,92,466,0
0.818,4,105,524,0.583,4,96,500,0
0.833,4,98,524,0.4,2,107,536,0
0.3,1,102,516,0.636,4,95,489,1
0.231,1,90,444,0.364,0,102,491,1
0.7,3,99,488,0.5,3,105,554,0
0.75,5,109,572,0.25,2,102,509,0
0.364,3,102,527,0.6,3,104,558,0
0.8,3,109,550,0.417,2,98,476,0
0.727,5,104,547,0.667,3,101,485,0
0.417,4,92,452,0.615,3,105,530,1
0.429,3,97,496,0.5,1,97,450,1
0.455,2,103,514,0.833,4,107,528,1
0.231,1,96,516,0.0,0,89,418,0
0.75,3,97,455,0.769,5,111,606,0
0.273,1,101,516,0.583,2,103,505,1
0.538,3,95,497,0.727,4,98,495,1
0.667,4,97,497,0.417,1,101,481,0
0.385,2,97,478,0.545,3,104,544,1
0.846,4,99,534,0.636,3,103,518,0
0.364,1,106,530,0.75,5,104,536,1
0.538,2,97,474,0.308,1,94,456,0
0.214,0,90,427,0.818,4,108,556,1
0.231,2,103,513,0.417,4,103,531,1
0.286,0,94,446,0.583,3,102,524,1
0.417,1,102,485,0.4,2,97,487,0
0.0,0,89,431,0.769,5,104,528,1
0.846,4,107,534,0.643,4,105,541,0
0.769,3,97,437,0.286,2,95,512,0
0.714,4,110,575,0.385,3,91,438,1
0.357,2,97,475,0.615,2,100,470,1
0.75,4,99,509,0.545,3,102,516,1
0.571,3,97,465,0.833,5,106,547,1
0.5,3,96,512,0.231,1,92,452,0
0.583,3,104,541,0.615,3,103,520,1
0.462,4,103,524,0.643,2,100,467,0
0.267,0,94,451,0.786,5,104,512,1
0.462,1,102,464,0.692,3,100,504,0
0.375,2,95,468,0.846,5,107,554,1
0.0,0,90,448,0.385,1,100,469,1
0.667,3,109,544,0.267,2,95,498,0
0.583,3,103,522,0.857,5,107,545,1
0.214,0,92,442,0.615,3,103,517,1
0.786,3,97,440,0.643,4,103,509,0
0.25,1,101,516,0.533,3,96,519,1
0.2,0,90,424,0.333,1,97,468,0
0.692,4,97,503,0.429,3,92,468,0
0.6,4,105,534,0.5,5,104,545,0
0.214,2,102,527,0.857,4,100,530,1
0.333,1,105,524,0.6,2,101,486,1
0.25,0,94,468,0.857,5,107,553,1
0.538,2,104,523,0.538,2,103,491,0
0.2,0,92,452,0.562,3,96,505,1
0.867,5,108,560,0.688,3,109,546,1
0.8,3,97,473,0.643,4,103,532,1
0.25,1,90,456,0.25,1,95,491,0
0.4,3,93,481,0.353,1,95,457,0
0.714,5,98,518,0.6,3,102,504,0
0.467,4,104,551,0.625,4,106,536,0
0.8,5,104,520,0.867,4,100,534,1
0.2,2,101,505,0.231,1,100,511,1
0.0,0,90,464,0.706,3,109,547,1
0.643,2,99,493,0.5,2,102,489,0
0.571,3,103,529,0.235,0,95,483,0
0.5,2,103,480,0.438,3,93,480,0
0.312,1,96,457,0.667,4,103,520,1
0.588,3,97,487,0.75,3,96,465,1
0.308,1,104,505,0.733,5,99,530,1
0.429,2,100,481,0.625,2,101,490,1
0.188,0,92,447,0.867,5,107,523,1
0.562,3,102,508,0.875,4,101,527,1
0.235,1,94,456,0.533,3,97,478,1
0.588,3,105,545,0.333,1,95,450,1
0.75,4,104,517,0.286,2,101,514,0
0.188,1,102,510,0.812,4,108,566,0
0.0,0,91,477,0.75,5,99,549,1
0.667,3,98,474,0.562,3,96,469,0
0.294,0,96,455,0.5,4,106,566,1
0.688,4,104,522,0.267,1,101,492,0
0.533,3,103,499,0.556,3,97,508,0
0.6,4,103,525,0.286,1,103,480,0
0.176,0,92,454,0.235,1,104,541,1
0.222,1,93,436,0.4,2,99,482,1
0.647,3,101,504,0.722,3,109,517,1
0.467,1,100,463,0.294,2,91,480,0
0.529,4,105,552,0.765,4,104,519,1
0.556,2,104,513,0.412,2,93,489,0
0.529,2,101,490,0.765,3,108,564,1
0.875,5,107,526,0.368,1,95,438,0
0.222,0,94,458,0.611,3,103,546,1
0.688,3,98,490,0.278,2,104,541,0
0.267,0,103,484,0.167,0,92,461,0
0.438,3,99,462,0.765,5,100,537,0
0.529,3,96,462,0.625,4,104,535,1
0.765,4,98,490,0.882,5,100,532,0
0.526,3,98,516,0.737,4,110,557,1
0.25,1,101,501,0.0,0,91,484,1
0.278,0,96,468,0.778,3,109,571,1
0.706,5,105,558,0.35,1,95,443,0
0.211,0,93,438,0.562,4,104,532,1
0.778,4,104,530,0.389,2,94,505,0
0.882,5,107,533,0.5,2,101,478,0
0.211,0,94,460,0.2,0,93,439,0
0.056,1,91,486,0.278,2,92,484,1
0.706,3,99,490,0.5,3,105,554,0
0.312,1,104,493,0.263,2,104,542,0
0.471,3,99,463,0.647,4,104,541,1
0.789,3,110,590,0.588,5,103,529,1
0.833,4,100,511,0.722,4,100,531,1
0.235,1,99,477,0.778,4,98,500,1
0.75,5,110,564,0.579,2,105,523,1
0.5,2,98,523,0.5,2,96,465,0
0.263,0,96,478,0.333,1,94,455,1
0.5,1,102,486,0.368,1,93,476,0
0.158,0,93,477,0.053,1,91,473,1
0.632,3,103,551,0.889,5,107,531,1
0.789,4,99,523,0.6,3,106,541,0
0.737,4,100,532,0.222,1,100,503,0
0.526,1,102,489,0.364,2,94,457,1
0.722,5,106,559,0.471,1,100,457,0
0.353,2,104,518,0.722,4,100,507,0
0.667,5,104,524,0.474,2,104,529,0
0.789,3,100,505,0.474,1,95,456,0
0.15,0,93,480,0.316,3,92,495,1
0.714,4,110,561,0.524,2,99,529,0
0.19,0,93,439,0.789,4,103,504,1
0.25,2,103,545,0.444,1,100,468,1
0.35,1,94,477,0.684,5,103,520,1
0.684,4,100,513,0.389,3,104,517,0
0.444,3,97,451,0.611,5,103,528,1
0.75,2,109,555,0.45,2,103,501,0
0.211,0,100,484,0.895,5,107,532,1
0.5,1,101,496,0.25,0,96,476,0
0.737,5,106,575,0.571,2,105,516,0
0.632,5,103,525,0.762,3,109,565,0
0.143,0,93,486,0.8,4,103,502,1
0.8,3,100,509,0.727,4,111,580,0
0.474,2,100,481,0.182,0,94,460,0
0.35,4,92,505,0.5,1,99,527,0
0.545,2,106,539,0.45,1,95,446,1
0.238,0,96,486,0.75,4,101,543,0
0.238,2,103,513,0.524,2,101,493,0
0.25,1,94,471,0.368,3,106,560,0
0.333,0,93,471,0.75,5,107,594,1
0.391,3,95,479,0.7,4,101,563,1
0.7,5,104,523,0.1,2,92,490,0
0.6,3,103,544,0.421,2,97,440,0
0.2,0,99,477,0.81,5,103,501,0
0.714,3,101,528,0.174,0,94,474,0
0.696,3,110,575,0.5,3,101,505,0
0.9,5,107,528,0.8,4,99,521,0
0.429,1,104,486,0.476,1,95,463,0
0.381,4,93,522,0.65,5,104,521,0
0.5,2,101,503,0.762,4,99,529,1
0.619,3,103,540,0.773,4,102,476,0
0.714,4,101,547,0.762,5,107,585,0
0.714,5,103,509,0.375,2,95,475,0
0.35,3,105,542,0.167,0,94,476,1
0.4,2,96,436,0.095,2,91,466,0
0.727,3,109,544,0.318,0,94,470,0
0.81,3,101,511,0.286,2,94,470,0
0.238,1,99,466,0.409,4,94,520,1
0.476,2,101,500,0.619,4,103,504,0
0.522,2,106,546,0.136,0,93,479,1
0.273,1,96,490,0.455,1,95,459,1
0.727,3,101,528,0.273,2,102,482,1
0.708,3,110,555,0.905,5,107,529,1
0.273,2,95,476,0.429,2,96,426,1
0.304,0,94,465,0.739,3,102,477,1
0.36,2,94,459,0.727,5,103,484,0
0.478,1,99,525,0.727,4,106,554,0
0.091,2,90,433,0.818,3,102,527,1
0.773,4,99,525,0.455,1,103,485,0
0.478,2,101,503,0.174,1,93,488,1
0.5,3,102,534,0.909,5,107,536,1
0.478,2,95,457,0.636,3,103,553,1
0.727,4,101,540,0.261,1,96,484,0
0.227,1,99,481,0.304,2,103,488,1
0.435,5,95,527,0.5,1,105,533,0
0.2,1,94,490,0.739,3,108,533,1
0.435,1,103,478,0.696,3,102,545,1
0.591,3,104,528,0.261,2,94,488,0
0.292,0,93,468,0.333,3,103,493,0
0.087,1,91,463,0.333,2,104,528,1
0.696,4,102,485,0.652,4,103,517,0
0.75,3,108,505,0.385,3,94,473,0
0.48,0,105,503,0.5,2,99,528,1
0.75,3,102,484,0.708,3,102,537,0
0.696,3,106,546,0.208,2,93,481,0
0.739,4,101,514,0.217,1,98,463,0
0.455,2,96,445,0.458,2,94,447,1
0.826,4,102,551,0.913,5,108,552,0
0.478,3,103,556,0.25,1,96,464,0
0.192,1,94,478,0.68,2,110,546,1
0.458,1,101,491,0.458,5,95,536,1
0.25,2,94,481,0.462,0,104,502,1
0.609,3,103,520,0.708,4,102,482,1
0.364,2,104,520,0.37,2,94,457,0
0.2,2,93,471,0.692,3,110,547,1
0.48,3,94,455,0.24,1,96,482,1
0.76,4,107,509,0.435,2,96,461,0
0.68,2,101,509,0.833,5,102,555,1
0.76,3,102,489,0.52,3,99,519,0
0.708,3,107,539,0.32,1,94,477,0
0.417,1,103,480,0.783,4,100,528,1
0.625,3,102,501,0.185,1,94,466,0
0.792,4,100,529,0.5,3,103,571,1
0.44,1,101,487,0.5,2,99,507,1
0.875,4,107,538,0.48,5,96,544,0
0.357,1,94,444,0.269,2,97,495,1
0.083,1,91,459,0.24,1,95,484,1
0.391,2,104,528,0.208,1,98,457,0
0.583,2,103,508,0.417,2,96,462,0
0.192,2,94,483,0.769,4,107,502,1
0.462,2,94,439,0.75,5,101,530,1
0.84,5,103,569,0.64,4,102,502,1
0.654,2,102,529,0.769,3,102,495,1
0.4,1,103,507,0.72,3,106,520,0
0.32,3,102,488,0.462,4,96,539,1
0.179,1,94,470,0.481,1,105,493,1
0.52,3,103,566,0.778,4,103,542,1
0.269,1,95,497,0.296,2,97,496,0
0.76,3,100,519,0.72,4,103,501,1
0.704,3,110,539,0.63,1,102,539,0
0.423,2,103,509,0.308,1,94,485,0
0.692,2,106,523,0.519,3,99,513,0
0.778,5,107,511,0.172,1,94,465,0
0.6,2,103,498,0.808,4,103,552,0
0.423,0,101,493,0.308,3,102,504,0
0.4,2,96,473,0.185,2,94,497,0
0.444,2,94,460,0.417,3,105,510,0
0.345,1,94,449,0.08,0,91,442,1
0.76,5,101,502,0.5,2,104,495,1
0.2,1,98,469,0.296,1,93,462,1
0.481,4,97,540,0.5,3,103,547,1
0.296,2,96,494,0.444,2,102,483,0
0.654,4,102,500,0.786,5,108,523,0
0.731,3,100,523,0.786,5,104,550,0
0.778,3,102,530,0.286,2,96,487,1
0.714,4,110,533,0.731,4,103,510,1
0.607,1,102,522,0.704,3,106,533,0
0.88,4,107,550,0.444,1,101,506,0
0.615,3,103,509,0.192,0,98,475,0
0.321,2,94,468,0.519,3,102,529,0
0.333,1,94,456,0.4,3,104,507,0
0.731,4,101,503,0.667,4,103,514,1
0.741,4,103,528,0.679,3,107,545,0
0.423,2,96,495,0.429,2,101,469,0
0.464,2,94,460,0.115,1,91,459,1
0.5,3,100,514,0.321,3,96,517,1
0.464,3,97,528,0.759,4,103,550,1
0.517,3,104,496,0.69,3,109,523,0
0.296,2,102,507,0.885,4,108,573,0
0.167,0,94,472,0.704,3,100,490,1
0.621,1,103,548,0.448,2,97,527,1
0.448,2,94,472,0.63,4,104,520,0
0.679,4,103,520,0.321,2,103,510,0
0.655,2,107,536,0.852,3,108,573,0
0.385,3,104,507,0.444,2,96,483,1
0.355,1,94,456,0.607,3,103,514,1
0.75,5,103,536,0.483,2,100,504,1
0.179,1,94,497,0.345,3,94,479,0
0.75,2,102,501,0.741,3,100,520,1
0.5,3,102,491,0.6,1,103,559,0
0.467,2,98,537,0.345,4,96,537,0
0.667,3,110,540,0.31,1,102,503,0
0.414,2,101,474,0.185,0,98,487,0
0.767,4,104,557,0.148,2,91,480,0
0.429,1,101,505,0.533,4,105,532,1
0.667,2,107,534,0.759,4,108,548,1
0.333,4,96,506,0.344,1,94,463,1
0.714,3,100,499,0.37,2,104,509,0
0.467,2,94,478,0.724,1,102,507,1
0.69,5,103,547,0.517,3,102,469,0
0.464,3,97,501,0.333,2,94,478,1
0.5,2,100,515,0.724,4,102,520,1
0.31,3,96,500,0.143,2,91,458,0
0.414,1,102,521,0.161,0,94,473,0
0.821,2,107,531,0.179,0,99,495,0
0.621,4,103,514,0.207,1,95,521,1
0.581,1,103,533,0.75,3,101,529,0
0.677,3,109,535,0.484,3,98,526,0
0.774,4,104,567,0.156,0,95,515,0
0.433,3,101,469,0.767,4,108,563,1
0.3,1,102,510,0.548,5,105,553,1
0.323,3,96,491,0.484,2,99,503,1
0.355,3,95,488,0.7,5,104,551,1
0.448,3,96,497,0.433,2,103,564,0
0.452,2,94,486,0.364,2,94,473,1
0.724,2,101,520,0.724,3,101,491,1
0.645,2,106,526,0.333,4,96,477,0
0.382,3,94,481,0.233,2,96,533,1
0.733,4,102,483,0.6,3,102,499,0
0.71,5,103,540,0.467,4,97,513,1
0.733,1,102,493,0.594,2,103,524,0
0.5,2,102,470,0.562,5,106,558,0
0.688,3,109,530,0.733,3,101,490,0
0.419,2,101,462,0.29,1,102,514,1
0.323,3,96,469,0.172,0,99,497,0
0.781,4,104,539,0.774,4,108,574,0
0.828,3,107,543,0.138,2,91,442,0
0.357,1,103,488,0.419,2,103,556,0
0.344,3,95,505,0.438,2,95,484,0
0.656,2,106,521,0.152,0,95,497,0
0.7,2,101,533,0.312,2,96,481,0
0.581,2,102,495,0.5,2,99,499,1
0.469,2,98,529,0.545,4,106,565,0
0.576,2,102,518,0.516,3,102,492,0
0.688,4,102,493,0.406,1,102,489,0
0.167,0,98,493,0.406,1,102,532,1
0.303,1,95,454,0.562,1,102,450,1
0.371,3,94,479,0.484,4,97,499,1
0.379,1,103,480,0.697,3,110,545,1
0.147,0,94,485,0.258,3,96,536,1
0.5,2,102,484,0.71,3,101,538,0
0.485,3,99,567,0.71,3,100,485,0
0.515,3,99,493,0.364,3,95,511,1
0.529,3,106,595,0.133,2,91,437,0
0.344,3,96,468,0.742,4,102,488,1
0.833,3,108,555,0.75,3,108,561,0
0.312,2,103,524,0.742,2,102,491,1
0.361,2,94,477,0.294,0,95,433,1
0.697,4,103,500,0.367,1,103,497,0
0.688,2,100,511,0.424,1,95,479,0
0.161,0,99,504,0.333,3,96,474,1
0.588,2,102,488,0.688,3,100,496,0
0.394,1,101,508,0.75,3,102,509,0
0.788,4,104,527,0.75,4,102,481,1
0.667,3,106,502,0.129,1,91,437,0
0.576,2,101,450,0.706,4,110,562,1
0.281,4,96,533,0.424,2,102,534,0
0.412,1,94,471,0.5,4,97,497,0
0.143,0,94,458,0.5,3,99,483,1
0.543,3,107,583,0.727,2,108,548,0
0.303,1,103,515,0.382,3,95,509,0
0.125,0,91,437,0.559,1,101,442,0
0.355,1,103,506,0.314,1,95,456,1
0.485,3,97,472,0.714,5,110,556,1
0.706,4,103,496,0.697,2,101,509,0
0.727,3,102,503,0.139,0,93,449,0
0.156,0,98,489,0.412,2,102,526,1
0.515,3,102,511,0.667,2,100,486,1
0.353,3,96,478,0.371,3,95,487,1
0.765,4,104,539,0.324,2,102,510,0
0.839,3,109,553,0.5,4,99,565,0
0.676,4,106,525,0.758,4,102,489,1
0.514,3,99,471,0.556,3,107,593,1
0.6,3,102,483,0.303,5,97,542,1
0.333,2,95,466,0.5,2,101,499,0
0.543,1,101,454,0.676,2,101,508,1
0.152,1,91,439,0.5,3,99,482,1
0.676,2,100,477,0.135,0,93,403,0
0.765,5,103,519,0.735,4,102,497,0
0.471,3,96,475,0.344,1,103,494,1
0.714,4,103,503,0.343,2,96,491,1
0.722,5,109,550,0.324,5,97,528,1
0.429,2,102,530,0.351,2,94,478,0
0.152,0,98,488,0.568,3,107,579,1
0.412,2,102,523,0.486,3,99,542,0
0.844,4,109,565,0.389,3,95,482,0
0.657,3,106,523,0.314,2,102,506,0
0.706,2,108,537,0.351,3,95,470,1
0.132,0,93,415,0.686,3,101,510,1
0.771,4,104,522,0.429,1,94,458,0
0.378,3,95,494,0.364,2,103,495,0
0.457,2,96,449,0.147,1,90,445,1
0.343,5,97,533,0.771,5,102,525,1
0.486,2,101,493,0.714,3,101,480,0
0.472,2,99,527,0.361,3,96,491,0
0.686,2,100,474,0.694,3,102,488,0
0.514,3,99,475,0.147,0,99,502,0
0.583,3,102,497,0.579,4,107,586,0
0.429,2,102,492,0.444,3,102,521,1
0.848,5,109,596,0.528,1,100,446,0
0.306,2,102,488,0.342,1,94,466,0
0.128,0,93,433,0.368,4,96,490,1
0.667,4,106,539,0.703,4,109,533,0
0.333,4,97,527,0.444,1,96,441,0
0.171,2,90,449,0.395,3,95,495,0
0.686,1,108,522,0.353,1,103,492,0
0.676,3,102,492,0.526,3,99,477,0
0.694,3,102,528,0.351,2,96,485,0
0.143,0,98,492,0.595,3,102,487,1
0.778,4,104,507,0.333,0,94,448,0
0.778,5,102,522,0.694,3,100,489,0
0.676,4,107,558,0.417,1,94,446,1
0.694,2,101,480,0.564,4,107,547,0
0.417,2,102,501,0.514,1,100,460,0
0.324,2,102,478,0.784,4,104,509,1
0.343,1,102,487,0.5,2,101,489,0
0.432,0,96,434,0.703,4,102,542,1
0.694,1,108,515,0.351,4,97,528,1
0.684,3,102,481,0.325,0,94,454,1
0.385,2,95,493,0.139,0,98,478,1
0.194,3,91,446,0.784,5,103,544,1
0.676,3,100,476,0.605,4,102,508,0
0.55,3,107,545,0.5,0,100,453,0
0.342,2,96,475,0.853,5,109,598,1
0.432,3,102,520,0.684,3,109,519,1
0.316,2,101,466,0.432,2,94,449,1
0.385,5,96,513,0.59,3,102,506,1
0.341,1,94,477,0.711,4,102,540,0
0.421,0,96,449,0.703,2,102,493,1
0.368,4,98,528,0.486,2,101,496,1
0.676,1,108,529,0.189,3,90,442,0
0.667,2,102,486,0.684,4,100,485,1
0.361,2,103,491,0.789,5,103,534,1
0.459,4,102,536,0.692,3,109,508,0
0.857,5,109,588,0.447,3,94,432,0
0.789,4,104,513,0.658,3,106,549,1
0.692,4,102,548,0.486,3,99,519,0
0.513,3,99,473,0.125,0,93,434,0
0.308,1,101,453,0.487,0,100,463,1
0.375,2,95,507,0.359,3,98,517,1
0.357,2,95,507,0.711,3,102,511,1
0.184,2,90,431,0.5,2,101,490,0
0.692,4,100,498,0.41,0,96,453,1
0.351,2,102,487,0.65,1,102,471,1
0.684,2,108,524,0.795,5,103,532,1
0.474,2,99,483,0.861,5,109,566,0
0.675,2,109,506,0.474,5,103,549,0
0.6,3,102,503,0.769,4,104,500,0
0.561,3,107,527,0.162,1,99,499,0
0.333,1,96,479,0.3,1,101,461,0
0.421,2,102,514,0.436,3,93,442,1
0.667,3,106,522,0.5,1,100,480,1
0.375,4,96,508,0.366,1,95,498,0
0.375,3,98,507,0.205,3,90,450,0
0.659,2,102,513,0.8,5,103,546,1
0.7,4,102,555,0.838,4,109,564,1
0.718,3,102,512,0.75,3,103,498,0
0.425,1,96,474,0.675,3,99,477,1
0.462,4,102,524,0.158,1,99,497,1
0.41,2,102,502,0.65,3,107,545,1
0.667,2,107,504,0.487,2,101,486,1
0.349,2,95,513,0.487,2,100,501,1
0.61,4,102,509,0.35,2,96,472,0
0.39,4,96,484,0.179,2,99,499,0
0.683,3,99,474,0.2,2,90,449,0
0.805,5,103,547,0.39,4,98,511,0
0.659,3,107,548,0.342,1,102,501,0
0.842,4,110,578,0.45,3,102,519,0
0.725,4,102,528,0.683,2,108,507,1
0.683,3,102,541,0.357,1,95,467,0
0.122,0,93,431,0.5,3,101,487,0
0.525,3,98,473,0.65,2,107,502,1
0.512,2,101,513,0.643,2,102,526,0
0.732,2,103,497,0.4,1,102,506,0
0.571,3,107,535,0.293,1,100,457,0
0.45,3,94,449,0.5,3,100,537,1
0.439,2,102,505,0.619,4,102,498,1
0.405,4,96,491,0.439,3,93,452,0
0.524,3,101,527,0.341,1,95,444,0
0.195,1,90,432,0.143,1,93,447,1
0.81,5,103,520,0.349,0,95,458,0
0.381,3,98,495,0.341,2,95,528,0
0.707,4,102,528,0.659,2,106,485,0
0.175,2,98,495,0.69,3,108,515,1
0.488,2,100,473,0.286,0,100,456,0
0.69,4,100,496,0.512,4,100,548,1
0.581,3,107,537,0.738,2,103,492,0
0.39,1,102,492,0.415,1,96,476,1
0.846,4,110,588,0.69,3,103,554,0
0.628,1,102,525,0.628,4,102,499,0
0.512,3,98,466,0.333,1,95,442,1
0.721,1,103,499,0.333,1,102,491,1
0.667,3,107,530,0.429,2,96,486,0
0.19,1,90,436,0.643,2,106,460,1
0.814,5,103,525,0.524,4,100,554,0
0.535,4,101,549,0.419,4,95,466,0
0.429,2,93,424,0.341,0,95,457,0
0.163,2,93,454,0.333,2,95,554,0
0.698,4,108,513,0.636,2,102,515,1
0.171,2,98,477,0.5,3,100,469,1
0.614,4,102,487,0.279,0,100,442,0
0.429,1,102,486,0.35,2,102,485,1
0.591,4,107,560,0.674,2,103,554,1
0.85,4,111,598,0.381,0,102,489,0
0.409,3,95,446,0.182,3,93,471,0
0.5,2,98,468,0.395,3,98,509,0
0.714,4,102,498,0.186,1,90,438,0
0.349,2,96,461,0.419,2,95,471,0
0.705,1,103,494,0.674,3,100,498,0
0.644,3,102,518,0.442,2,93,435,1
0.545,5,102,578,0.512,4,100,546,0
0.578,4,108,561,0.674,4,107,563,1
0.512,3,100,456,0.682,3,108,503,0
0.818,5,103,523,0.167,1,98,451,0
0.326,1,96,539,0.333,0,95,443,1
0.622,4,101,488,0.512,2,98,471,0
0.651,2,106,451,0.386,3,98,501,0
0.854,4,111,620,0.366,2,102,477,0
0.419,0,102,471,0.659,2,100,489,1
0.273,0,100,452,0.682,3,103,554,1
0.409,2,95,452,0.711,2,103,501,0
0.178,3,93,460,0.372,0,102,486,1
0.721,4,102,496,0.319,0,96,518,0
0.523,4,100,484,0.182,0,90,425,0
0.5,3,100,517,0.163,1,98,452,0
0.364,3,96,464,0.357,2,102,497,1
0.682,4,107,583,0.409,0,102,497,0
0.348,1,95,453,0.659,3,106,476,1
0.378,2,98,513,0.556,5,102,577,1
0.455,3,93,442,0.5,2,98,479,1
0.667,3,108,502,0.727,4,102,493,1
0.857,5,111,619,0.63,2,102,483,1
0.267,0,99,437,0.667,3,100,526,1
0.565,5,102,554,0.696,2,103,499,0
0.178,0,89,410,0.37,1,98,501,0
0.822,5,103,525,0.422,2,95,456,0
0.667,4,106,487,0.386,1,102,527,0
0.689,3,103,541,0.652,2,107,495,0
0.159,0,97,423,0.372,3,102,493,0
0.533,4,100,488,0.4,0,102,490,1
0.174,3,93,467,0.511,3,100,482,0
0.63,4,101,479,0.422,4,95,429,0
0.356,2,96,460,0.689,5,107,564,1
0.565,3,107,554,0.674,3,100,525,0
0.312,0,96,516,0.511,2,98,493,1
0.733,4,102,500,0.413,1,102,504,0
0.34,1,95,473,0.191,3,93,468,0
0.261,0,99,444,0.638,3,102,497,0
0.196,1,89,423,0.178,1,98,453,0
0.826,5,104,531,0.681,1,103,495,0
0.364,3,102,498,0.696,4,103,534,1
0.413,2,95,468,0.674,4,106,514,1
0.574,5,102,545,0.378,1,102,521,0
0.522,4,100,481,0.696,5,107,541,0
0.444,2,93,449,0.638,1,107,486,1
0.348,2,96,480,0.837,4,111,599,0
0.574,3,107,550,0.625,3,102,521,0
0.354,2,95,478,0.37,1,102,517,1
0.306,0,96,517,0.646,1,107,481,1
0.66,2,100,512,0.681,5,106,555,1
0.83,5,104,543,0.213,2,90,435,0
0.362,1,98,488,0.702,4,103,517,0
0.739,5,102,504,0.5,2,100,480,0
0.174,1,98,472,0.583,5,102,540,1
0.522,3,99,519,0.667,1,103,481,0
0.404,1,101,474,0.413,3,95,435,1
0.638,4,101,485,0.681,4,107,542,1
0.818,3,111,577,0.583,3,107,534,0
0.356,2,101,495,0.435,2,93,435,1
0.188,2,93,452,0.277,1,100,467,0
0.592,5,102,517,0.208,2,90,434,0
0.646,2,100,525,0.426,3,95,434,1
0.404,1,96,487,0.688,4,107,524,0
0.688,5,107,584,0.532,4,99,515,1
0.532,4,100,493,0.833,5,103,524,0
0.489,1,99,449,0.3,0,96,492,0
0.653,2,107,491,0.17,1,97,478,0
0.571,2,107,503,0.745,5,101,497,1
0.204,2,90,435,0.396,1,101,461,0
0.375,1,98,474,0.447,3,92,442,0
0.204,2,93,431,0.348,1,101,470,1
0.653,1,102,480,0.362,3,96,498,0
0.383,2,102,516,0.822,3,111,557,1
0.347,2,95,481,0.388,2,98,496,0
0.816,4,103,521,0.633,2,100,517,0
0.362,2,101,467,0.388,1,101,444,0
0.673,4,106,545,0.417,2,96,505,1
0.688,4,103,505,0.612,2,102,510,0
0.542,4,98,496,0.271,1,99,467,0
0.167,1,97,472,0.438,2,92,444,0
0.542,4,100,516,0.5,2,99,460,1
0.625,3,101,461,0.294,0,96,483,0
0.354,2,96,499,0.75,5,101,498,1
0.826,3,111,552,0.66,3,107,485,0
0.438,3,95,448,0.62,1,100,496,0
0.6,5,102,506,0.673,3,107,504,0
0.375,2,102,511,0.647,3,107,509,1
0.66,1,102,480,0.56,2,107,493,0
0.429,3,96,541,0.2,2,93,457,0
0.36,3,95,508,0.608,5,102,508,0
0.288,0,96,487,0.265,1,99,487,0
0.82,4,103,514,0.83,3,111,566,0
0.375,2,101,472,0.22,3,90,466,0
0.38,2,98,495,0.38,1,101,446,0
0.66,3,106,534,0.66,2,106,496,0
0.694,4,103,493,0.551,5,99,514,0
0.184,2,97,490,0.755,5,101,495,0
0.51,3,99,464,0.531,3,100,498,1
0.549,2,106,480,0.347,1,96,481,0
0.633,4,101,490,0.429,1,93,449,0
0.54,3,101,515,0.6,1,102,498,1
0.608,0,100,485,0.44,3,96,527,0
0.196,2,93,459,0.812,3,111,571,1
0.216,2,90,473,0.449,4,95,452,0
0.654,4,107,516,0.667,2,102,492,0
0.54,4,99,516,0.388,3,101,481,0
0.34,1,96,484,0.367,1,101,465,0
0.5,2,100,485,0.647,1,106,509,0
0.596,4,102,508,0.26,1,99,497,0
0.74,4,101,475,0.824,4,104,525,0
0.44,3,94,457,0.373,3,96,505,1
0.392,3,98,498,0.2,2,97,470,1
0.302,1,96,496,0.608,2,102,521,1
0.7,4,103,511,0.654,2,102,499,1
0.667,3,106,538,0.64,4,101,489,0
0.36,1,101,453,0.558,2,106,474,0
0.385,4,96,517,0.627,3,101,470,1
0.231,2,90,459,0.816,4,111,577,1
0.615,1,100,501,0.296,1,96,493,0
0.42,1,92,432,0.192,1,93,451,0
0.549,4,99,497,0.431,3,96,502,0
0.216,3,98,488,0.808,3,103,508,1
0.529,3,100,502,0.353,2,96,497,1
0.66,4,107,534,0.635,1,107,514,1
0.373,0,100,441,0.51,3,100,524,1
0.431,3,95,473,0.385,3,98,530,1
0.547,1,106,458,0.686,3,103,510,1
0.615,2,102,506,0.373,2,101,448,0
0.745,4,101,470,0.423,3,96,477,0
0.255,1,99,510,0.365,0,101,486,1
0.291,1,96,480,0.189,1,93,464,0
0.38,3,101,487,0.811,3,104,534,0
0.396,3,98,522,0.635,3,101,470,1
0.673,3,106,498,0.623,2,100,481,0
0.558,4,99,505,0.365,1,100,435,0
0.212,3,98,503,0.82,4,111,560,1
0.519,2,100,490,0.377,3,96,507,1
0.519,4,101,574,0.75,4,101,480,0
0.604,4,102,527,0.431,2,93,469,0
0.648,3,107,524,0.365,2,96,487,0
0.66,3,103,509,0.25,0,99,483,0
0.642,1,107,524,0.692,3,103,544,0
0.623,3,102,492,0.611,4,102,534,0
